12 5 4
-11 -27 -62 97
24 8 1 77
55 -15 -29 71
-12 88 61 5
7 6 10 90
-6 22 -58 26
6 -9 6 56
26 -16 -12 90
-31 -19 -67 78
12 1 39 22
12 22 78 9433
31 -15 -18 2805
12 9 7 18
-29 26 -62 10362
-2 20 19 1465
11 20 64 19614
-10 -24 -42 4219
2 26 44 1342
-16 17 99 8322
63 -40 72 6213
12 24 88 5456
-66 13 -29 7332
27 0 -11 422
14 5 5 78
-12 10 -6 2264
12 8 5
200 15 190
43 116 108 6
50 131 90 5
-12 137 57 35
90 161 39 80
22 147 165 83
-2 91 124 54
29 108 75 7
77 73 20 30
27 148 156 56
50 123 121 44
40 94 94 21
20 136 156 34
29 109 70 22
50 110 100 12
-5 124 43 61
44 112 101 15
5 126 60 40
49 140 92 11
26 143 155 75
62 122 65 23
57 111 76 9
-7 125 54 12
32 112 75 46
40 105 97 8
91 81 -9 84
47 106 93 39
4 75 134 66
-23 144 54 54
-14 74 141 68
76 80 29 33
-3 128 46 18
-11 121 50 22
28 145 151 6
84 155 28 6
83 104 144 50
51 149 95 33
30 114 67 15
34 128 129 52
79 147 38 37
22 112 69 27
104 58 -18 39
15 129 56 35
16 153 185 92
26 137 154 39
39 125 120 25
29 140 152 63
80 154 46 64
14 149 168 91
4 74 136 43
99 179 26 63
54 101 90 48
100 182 22 91
21 147 158 8
-14 123 50 13
90 105 156 63
11 122 63 45
101 180 18 89
22 145 154 64
49 145 97 26
13 115 59 31
65 85 57 33
44 103 79 20
89 62 17 57
92 83 10 35
22 138 150 6
98 178 16 89
73 141 50 37
11 120 59 27
82 153 37 63
42 114 108 31
36 123 122 43
22 113 67 21
19 113 66 9
35 96 99 17
22 94 107 3
8 155 188 29
25 115 68 6
-10 81 135 6
-12 132 50 39
41 120 113 35
63 88 61 12
78 85 31 26
47 109 96 66
60 92 67 55
35 121 122 52
-14 83 145 53
57 95 73 47
42 106 78 34
23 150 169 37
47 123 120 26
32 135 139 3
23 116 69 11
-14 76 136 45
41 115 109 21
21 148 164 54
35 124 125 48
35 107 73 33
96 174 30 34
30 116 69 18
20 117 64 12
37 106 77 42
-2 129 50 55
-4 86 134 73
35 111 73 3
72 103 124 4
93 170 7 28
2 122 48 16
48 143 94 6
-5 132 55 39
49 101 86 5
12 125 64 7
88 166 16 31
49 121 118 30
28 146 163 51
7 126 56 10
39 97 96 40
19 144 162 48
46 109 96 68
37 109 76 3
84 152 29 65
11 89 119 6
63 88 59 53
-5 134 58 51
96 78 -21 45
97 57 -4 24
82 104 138 38
83 157 38 61
41 107 79 41
19 125 67 28
79 104 133 19
50 106 94 23
34 129 132 39
1 129 56 26
46 106 94 45
40 117 114 13
102 73 7 16
8 128 51 53
37 121 121 38
-9 80 145 40
64 95 59 6
-26 137 44 69
5 87 130 16
24 114 74 21
44 111 104 30
89 104 155 52
64 123 60 18
66 128 56 10
42 98 91 36
3 119 57 9
23 137 150 53
49 96 88 79
52 102 167 42
48 117 174 17
46 102 53 33
50 101 92 27
55 118 125 96
67 105 67 26
40 41 126 82
53 97 52 40
77 55 49 86
69 80 47 32
28 150 153 11
75 143 35 87
99 114 154 66
52 109 83 5
56 95 177 97
36 103 34 39
52 47 4 15
96 103 26 5
91 161 43 80
-3 106 74 48
47 104 73 89
51 99 88 31
43 93 73 84
51 86 178 13
31 80 148 80
49 100 83 33
44 35 45 99
63 102 49 21
23 97 72 84
60 128 168 58
-25 92 75 62
13 88 8 5
23 132 11 64
41 144 66 51
36 118 47 74
54 111 49 86
55 186 90 33
-7 67 45 5
34 99 110 81
49 100 80 30
45 89 32 42
61 93 93 5
53 92 86 62
51 135 142 7
64 110 105 6
51 108 73 96
55 71 89 14
66 149 92 43
94 79 148 81
-11 130 54 3464
6 123 56 5396
13 124 60 7998
20 145 168 21121
1 82 133 10568
38 108 100 2551
-7 132 52 22637
-7 82 133 10818
29 137 147 16427
49 122 120 4083
83 104 142 21988
49 141 94 2851
95 73 2 25068
87 161 29 34419
24 144 156 27834
50 100 83
200 15 190
177 300 -62 55
173 300 -73 48
109 312 -45 50
171 299 -121 14
177 250 -114 20
107 294 -37 43
144 302 -46 41
85 292 -38 67
198 276 -70 20
182 294 -60 57
81 311 -31 47
178 283 -75 30
180 302 -50 3
155 300 -131 38
209 279 -70 15
176 245 -127 32
69 312 -32 97
159 299 -125 65
168 360 -45 55
98 302 -47 9
109 306 -44 70
225 307 -61 10
111 311 -46 56
222 271 -76 24
165 302 -118 39
200 272 -67 30
179 284 -70 46
185 241 -117 74
159 299 -138 53
170 301 -49 50
208 305 -58 8
230 308 -57 14
90 314 -40 12
88 305 -30 26
204 304 -54 24
228 308 -58 17
188 302 -53 7
168 383 -46 16
168 301 -103 24
129 303 -39 40
62 315 -46 66
75 302 -39 35
177 331 -51 30
158 304 -103 24
160 302 -126 71
222 307 -62 25
166 301 -151 40
189 290 -59 33
213 260 -82 17
212 305 -57 23
184 298 -54 41
181 313 -50 6
144 298 -47 40
174 367 -46 16
103 294 -47 38
63 291 -45 59
160 297 -121 13
229 308 -61 13
179 305 -49 5
99 292 -36 12
212 271 -74 40
109 311 -47 21
185 270 -99 25
179 286 -55 11
105 292 -43 68
187 278 -80 17
214 306 -58 14
154 304 -124 29
137 307 -44 12
95 296 -46 66
209 246 -82 38
152 302 -126 63
55 301 -34 44
61 303 -38 40
150 305 -124 67
160 303 -104 3
180 292 -61 35
182 292 -65 38
68 317 -37 28
155 302 -48 16
81 314 -47 52
160 300 -137 51
149 299 -144 33
206 304 -54 3
179 250 -128 52
173 300 -108 28
179 313 -49 46
223 270 -82 24
169 392 -39 24
129 310 -42 46
154 302 -143 82
178 300 -60 18
177 282 -58 6
209 268 -80 46
181 261 -113 68
154 299 -151 67
110 294 -38 66
92 301 -38 50
170 301 -82 47
160 299 -125 71
174 386 -43 84
159 301 -122 47
160 392 -45 76
175 301 -78 52
169 300 -78 26
107 312 -47 69
192 284 -62 19
184 272 -86 15
213 306 -54 25
188 295 -56 3
170 301 -50 87
173 300 -111 12
182 272 -96 45
94 315 -49 65
142 307 -48 32
143 307 -44 8
173 300 -72 6
172 366 -47 17
175 301 -68 37
173 301 -69 29
167 393 -40 24
175 337 -48 25
159 301 -48 50
156 300 -126 21
61 316 -36 32
151 298 -125 56
70 313 -32 33
188 266 -102 35
177 301 -77 8
178 300 -67 44
208 305 -54 21
179 314 -50 7
221 260 -84 24
179 312 -50 10
177 350 -46 26
59 298 -35 65
133 299 -45 6
129 303 -39 4
202 274 -74 11
177 301 -58 26
129 307 -44 28
184 279 -76 33
178 315 -50 4
153 298 -150 59
99 309 -36 57
184 259 -102 60
109 294 -38 62
109 306 -45 43
78 288 -44 72
180 296 -57 29
174 300 -70 36
171 373 -48 17
206 278 -68 35
163 299 -48 78
158 304 -47 65
158 300 -48 58
175 381 -44 16
178 301 -57 7
70 294 -43 28
179 307 -50 3
217 262 -87 20
176 301 -59 14
140 302 -43 12
169 347 -47 29
179 308 -50 3
179 309 -50 38
186 271 -95 9
71 297 -29 27
163 301 -113 9
166 299 -139 47
219 306 -62 6
88 296 -46 41
69 290 -35 60
214 275 -73 17
149 300 -126 74
223 307 -56 43
167 385 -46 16
179 309 -50 55
172 370 -43 5
167 303 -80 16
182 296 12 22
197 303 -35 73
182 301 -60 21
198 312 -53 88
211 369 10 5
192 295 -146 45
192 265 -59 31
127 356 10 35
164 289 -84 5
178 311 -68 15
212 306 -115 64
179 266 -100 9
173 305 -42 71
180 316 -60 10
185 300 -38 60
213 314 -114 87
207 277 -71 17
145 375 4 97
177 349 9 70
163 302 34 66
169 373 -46 28407
179 312 -50 564
211 266 -78 6566
180 313 -49 181
180 309 -50 157
88 303 -36 14867
158 301 -111 19342
180 303 -50 13
180 301 -50 2
177 285 -56 1506
218 306 -58 6240
159 299 -128 17145
81 303 -42 18416
180 304 -50 22
183 258 -111 14969
180 300 -51
100 15 50
-59 -97 138 9
-52 -92 81 4
-53 -86 83 40
-59 -97 141 12
-37 -88 53 28
-82 -32 93 35
-54 -98 112 25
-62 -97 162 63
-62 -96 164 53
-45 -102 76 21
-63 -94 174 91
-67 -36 91 18
-49 -94 117 3
-56 -96 126 31
-52 -98 97 5
-50 -91 136 48
-66 -88 200 81
-54 -96 119 10
-53 -99 100 5
-52 -98 100 43
-52 -98 97 6
-48 -98 135 3
-23 -130 50 49
-52 -98 100 15
-54 -97 112 23
-52 -98 100 16
-47 -97 182 31
-46 -97 202 32
-59 -95 148 55
-58 -96 139 8
-59 -95 147 31
-65 -91 187 27
-51 -99 88 24
-63 -61 88 18
-49 -99 104 28
4 -78 180 81
-49 -95 111 28
-61 -95 158 77
-61 -92 171 43
-46 -97 206 79
-54 -97 110 39
-62 -96 160 67
-41 -96 95 73
-62 -60 85 37
-60 -93 157 14
-55 -98 117 33
-20 -129 50 28
-54 -97 114 8
-50 -99 88 7
-51 -99 94 10
-59 -95 151 24
-60 -97 144 22
-57 -98 124 8
-51 -99 92 3
-60 -95 152 32
-62 -95 160 21
-62 -92 171 41
-46 -97 201 83
-58 -97 130 33
-48 -98 133 17
-55 -97 120 34
-57 -75 84 20
-51 -94 82 42
-54 -88 83 7
-59 -54 87 8
-45 -102 77 10
-59 -97 139 11
-47 -97 169 40
-56 -98 117 9
-49 -99 93 37
-54 -98 106 9
-49 -95 109 18
-47 -97 183 65
-47 -98 159 72
-74 -37 93 24
-54 -97 115 18
-50 -99 88 7
-51 -99 91 24
-46 -97 189 36
-27 -123 53 6
-19 -130 46 39
-13 -85 148 33
-50 -94 115 8
-77 -38 92 51
-56 -97 125 8
-56 -98 127 6
-41 -109 70 22
-53 -98 104 66
-56 -96 128 7
-48 -98 145 60
-63 -94 170 58
-50 -99 87 19
-54 -88 82 29
-63 -93 175 37
-50 -99 88 6
-48 -98 151 57
-47 -97 194 99
-57 -96 129 27
-57 -97 129 14
-48 -98 133 3
-61 -95 154 22442
-64 -95 171 28120
-63 -93 173 45848
-60 -96 146 17665
-73 -38 88 2435
-41 -91 55 1699
-47 -97 178 6960
-24 -121 54 1807
-54 -97 114 2080
-65 -48 89 3523
-49 -91 137 17813
-48 -98 78 18
-55 -98 116 5468
-4 -81 160 17571
-52 -98 96 1003
-50 -100 80
100 15 50
140 91 99 33
100 66 59 4
148 70 68 34
144 71 63 14
163 71 78 46
117 88 68 67
200 59 96 81
124 78 53 5
113 97 85 55
128 79 54 16
115 88 69 74
114 75 53 3
150 66 67 32
114 91 77 43
96 123 146 86
114 93 81 12
186 26 92 64
148 61 69 27
153 101 137 76
118 78 52 3
99 63 59 11
112 95 86 23
118 85 61 20
125 73 56 3
117 86 64 54
132 76 57 15
102 111 121 55
101 61 58 24
124 75 54 3
153 75 65 30
103 113 122 5
104 109 118 71
160 77 76 38
139 91 99 37
143 78 62 10
141 66 66 15
141 45 31 37
127 78 55 20
110 101 97 5
140 66 63 6
131 87 77 44
100 62 57 16
95 118 139 23
107 102 102 14
110 97 92 33
109 101 99 24
102 111 123 70
96 130 160 84
98 56 62 28
157 73 74 38
105 104 106 14
140 67 64 23
95 55 62 11
138 76 61 45
155 62 73 18
103 118 136 50
141 74 62 5
137 67 62 17
106 113 121 23
97 62 62 10
188 66 93 68
112 68 55 8
102 109 120 43
141 64 64 10
124 79 53 26
133 80 56 8
149 63 69 8
126 77 47 11
137 90 96 31
127 72 55 12
177 54 81 31
111 95 83 11
148 62 37 35
106 64 58 5
133 88 83 23
117 86 64 22
114 90 74 38
131 63 41 8
157 67 68 29
113 72 54 13
94 129 157 48
130 79 56 7
130 79 56 8
124 79 52 25
175 73 78 58
150 61 71 12
99 116 138 56
151 98 127 58
99 66 59 20
159 103 149 30
107 102 99 8
156 102 144 57
154 76 72 40
150 69 68 12
169 70 80 45
128 85 70 57
136 80 61 20
157 102 148 61
116 90 70 3
108 105 103 23
180 55 86 12960
142 64 64 4453
150 70 66 2123
125 75 55 35
151 70 70 6667
122 78 52 13
103 62 58 1296
156 67 73 6076
98 60 60 1448
115 83 59 159
100 118 136 23395
143 58 34 2714
128 78 55 58
127 65 44 1600
153 99 133 22887
120 80 50
200 15 100
53 115 -1 78
66 185 96 59
51 102 48 8
41 97 74 3
-24 80 53 71
59 132 87 44
51 101 92 3
65 96 79 25
54 104 15 10
59 107 32 30
68 205 88 30
45 100 76 3
34 33 86 59
55 115 -18 13
-28 60 61 12
51 102 74 42
26 93 73 46
59 23 90 36
55 124 86 36
3 102 102 16
-16 99 110 18
57 30 90 22
55 124 5 35
123 99 57 52
51 104 31 9
62 110 45 18
58 128 -13 84
52 104 64 35
27 92 51 20
111 107 69 38
51 106 -2 64
49 90 84 52
13 85 172 50
57 105 33 3
3 81 23 26
62 109 38 14
54 103 -17 29
42 100 86 37
58 40 83 26
39 100 69 28
17 97 43 33
-3 92 34 31
-6 98 107 27
16 82 51 12
51 103 19 41
18 97 99 33
40 97 73 40
39 95 71 9
64 111 43 38
58 100 81 13
67 167 94 41
66 153 90 27
47 86 83 6
128 71 55 27
72 118 -1 36
71 117 -13 67
49 43 81 8
68 205 93 53
74 198 97 51
72 91 151 3
67 113 37 48
51 101 52 43
59 95 114 33
-3 81 19 38
50 99 40 5
51 105 -9 79
-22 63 52 82
3 97 36 55
74 198 88 42
137 120 54 91
55 121 3 34
42 99 76 10
6 83 27 52
-13 86 113 24
47 98 93 10
63 144 88 6
59 107 26 40
53 111 27 21
54 103 68 3
52 107 26 3
56 132 86 10
75 201 91 28
56 129 85 47
64 111 17 49
52 107 46 22
76 95 163 13
51 103 45 3
53 102 25 31
67 195 95 45
25 98 93 7
-10 91 111 14
68 188 96 31
8 77 26 67
112 101 59 29
52 107 42 36
51 77 85 35
41 97 80 3
-44 73 51 29
60 143 88 40
53 102 74 3
50 100 82 8
39 95 80 73
57 105 48 35
57 130 -42 38
72 117 -22 54
110 110 63 18
12 93 36 33
1 86 37 12
-4 84 65 51
51 102 69 3
85 93 74 20
68 115 -26 32
54 103 60 19
-5 65 59 28
8 78 23 20
47 74 82 6
51 106 31 19
28 90 52 31
63 92 127 32
80 92 178 60
66 158 89 41
34 95 68 40
24 95 55 27
51 101 -21 30
53 84 85 6
115 106 58 44
24 87 152 21
-49 39 45 49
-33 57 58 84
44 95 103 37
42 98 74 6
19 89 39 33
41 99 72 7
-1 97 34 17
32 98 90 3
87 102 75 6
39 99 88 33
124 76 60 67
56 30 86 24
95 101 72 35
28 90 76 4
24 95 93 29
25 80 155 47
-48 52 48 44
-26 99 112 56
-20 59 61 29
51 101 67 28
32 92 58 21
51 101 85 8
55 126 85 15
51 103 72 4
7 96 41 56
30 88 74 3
62 154 92 15
66 90 139 53
52 101 34 10
60 160 91 10
52 102 53 56
4 94 41 52
-11 81 62 10
17 101 96 11
-25 93 110 35
17 80 69 17
69 116 -21 51
67 165 91 17
39 97 88 43
7 87 27 12
53 102 74 44
44 99 76 33
8 97 38 28
50 100 77 23
-8 67 68 62
77 197 85 36
39 44 85 19
39 97 70 14
61 45 86 26
55 124 -21 67
44 99 78 58
66 12 82 47
52 106 -18 72
87 101 72 27
4 78 24 24
51 102 63 29
97 97 67 17
18 97 40 6
80 122 -2 68
-4 87 32 65
54 119 -37 55
22 90 71 58
-28 48 61 52
5 80 20 43
50 100 75 4
20 88 47 31
61 109 33 6
63 110 25 53
41 95 109 22
37 90 120 3
7 88 33 36
116 92 65 33
62 141 85 38
67 113 12 6996
50 26 86 20190
10 92 36 8694
69 182 91 5385
122 94 62 14599
62 110 -3 5486
7 84 35 9726
54 115 -16 45653
51 103 26 5027
73 90 157 3505
-16 93 110 26030
23 84 153 27890
-33 62 53 39982
51 101 94 140
42 98 73 187
50 100 83
200 15 100
162 271 -59 10
167 285 -62 4
187 307 -98 25
201 323 -76 26
185 306 -108 55
255 277 -116 22
178 295 -5 41
155 297 -50 15
178 294 2 41
183 304 -68 38
115 275 -50 21
174 304 -38 12
178 295 -2 43
190 311 -62 32
188 308 -120 58
178 302 -45 5
177 297 -9 29
173 291 -54 3
180 298 -33 28
207 279 -72 25
111 286 -49 20
179 300 -39 11
212 334 -89 47
178 297 -19 27
179 299 -33 3
177 296 -3 26
162 278 -57 4
176 296 -3 38
197 296 -65 69
262 250 -125 74
177 298 -54 13
182 302 -65 7
198 296 -63 23
160 284 -64 6
151 292 -51 19
165 283 -64 6
195 294 -60 60
171 287 -62 5
125 288 -50 25
179 298 -24 26
192 313 -119 48
179 298 -51 4
162 297 -50 6
163 298 -52 42
268 280 -110 59
175 295 11 19
110 296 -57 22
131 300 -54 12
178 295 0 48
92 287 -52 85
176 303 -41 8
266 257 -128 92
179 294 2 31
221 271 -96 32
179 299 -114 12
127 298 -51 49
194 314 -63 32
244 266 -98 66
149 277 -79 24
112 281 -53 42
152 274 -62 16
182 302 -63 12
167 289 -61 10
179 298 -30 19
179 299 -38 21
86 285 -55 58
179 299 -39 16
99 288 -51 27
176 295 6 30
233 285 -88 64
177 298 -53 11
169 286 -54 13
103 287 -53 16
176 295 6 25
92 291 -55 75
186 307 -108 24
180 299 -40 8
179 299 -34 3
263 252 -120 38
208 331 -87 42
187 308 -58 10
185 305 -115 22
165 281 -56 23
99 286 -52 20
103 283 -49 64
179 297 -23 20
92 285 -54 24
179 299 -123 41
144 299 -50 38
173 290 -57 3
179 299 -32 5
175 293 -52 6
215 338 -81 54
193 294 -61 76
177 296 -12 31
97 268 -46 66
218 338 -84 11
189 310 -110 32
118 295 -46 50
187 295 -59 15
140 286 -50 15
153 277 -61 16
264 269 -112 30
113 283 -44 45
175 296 -55 14
180 300 -99 22
209 280 -77 17
179 299 -117 17
123 290 -52 43
244 276 -100 12
154 279 -72 32
183 303 -64 47
178 293 12 24
123 279 -44 10
165 273 -59 24
239 263 -92 39
157 296 -53 28
180 300 -43 23
179 298 -25 21
251 278 -103 22
167 288 -64 11
220 288 -90 12
211 334 -91 14
173 293 -57 5
178 297 -17 12
178 302 -46 6
161 285 -65 19
183 303 -86 33
169 297 -51 27
190 294 -59 83
220 340 -97 36
148 291 -49 3
98 272 -47 20
200 289 -68 29
110 292 -54 52
90 293 -50 24
96 288 -48 43
209 332 -85 49
190 310 -122 33
177 297 -53 15
101 282 -58 71
180 299 -35 5
220 345 -92 66
179 299 -98 12
204 291 -66 17
178 297 -18 8
177 303 -42 3
216 337 -95 20
112 282 -48 50
176 295 14 33
203 294 -67 13
115 294 -53 55
250 273 -97 56
153 283 -74 16
190 296 -57 72
221 274 -90 29
173 294 -56 27
213 333 -79 19
179 298 -51 3
207 284 -77 29
172 299 -50 13
180 301 -48 10
177 293 -53 4
208 330 -80 9
179 299 -51 3
182 302 -61 31
117 281 -52 16
156 276 -60 31
162 274 -72 10
250 235 -117 66
177 295 -52 4
183 303 -80 10
225 344 -90 71
193 288 -65 34
148 272 -73 16
171 292 -58 3
177 298 -53 5
260 254 -137 37
226 268 -100 40
174 304 -37 11
159 298 -51 38
179 297 -18 6
180 300 -111 42
182 303 -73 3
179 297 -22 6
252 264 -124 71
87 279 -48 29
212 334 -90 47
182 302 -71 7
165 291 -60 3
179 298 -31 14
97 298 -51 50
265 265 -126 75
109 287 -49 25
181 301 -60 46
171 290 -54 9
230 250 -96 24
197 292 -66 18
178 295 -1 39
160 289 -63 16
107 288 -53 3692
212 334 -85 14824
113 284 -49 7051
165 286 -63 1125
178 295 0 5335
184 305 -112 2006
174 306 -34 718
160 277 -58 4537
159 284 -67 1608
178 302 -45 100
177 295 -1 7762
157 277 -70 1105
249 262 -109 40847
176 304 -40 448
177 294 -52 72
180 300 -51
100 10 50
-51 -104 99 25
-52 -124 173 34
-47 -102 78 8
-32 -113 60 12
-73 -102 59 14
-53 -107 111 6
-49 -105 101 60
-53 -129 187 56
-64 -99 80 54
-58 -124 171 32
-45 -104 75 7
-56 -114 142 37
-96 -103 83 34
-50 -109 114 4
-50 -103 91 62
-146 -88 85 16
-60 -101 71 16
-56 -118 158 38
-55 -110 125 24
-59 -122 165 12
-50 -105 111 12
-80 -102 82 42
-93 -103 80 42
-140 -104 85 46
-54 -117 144 57
-49 -120 158 44
-113 -93 80 12
-58 -128 194 99
-57 -116 153 4
-68 -99 64 14
-52 -112 129 22
-54 -121 164 56
-79 -101 53 36
-56 -117 153 38
-54 -113 132 53
-58 -115 143 34
-56 -125 172 18
-131 -101 89 58
-75 -98 52 31
-51 -103 95 3
-150 -100 80 61
-54 -108 119 6
-50 -111 126 40
-72 -105 53 33
-55 -123 169 27
-53 -116 144 27
-53 -106 109 25
-75 -100 81 51
-52 -105 104 14
-60 -119 164 32
-74 -93 46 5
-48 -99 96 74
-50 -98 91 7
-76 -29 69 12
-66 -125 37 17
-40 -81 142 93
-50 -98 27 71
-48 -98 179 69
-61 -123 144 48
-105 -153 70 64
-70 -77 102 17
-87 -67 110 46
-56 -105 80 21
-102 -60 85 69
-112 -109 66 22
-96 -96 56 88
-45 -109 83 57
-2 -139 120 40
-46 -91 18 13
-56 -113 107 50
-30 -97 47 81
-52 -103 77 82
-100 -105 158 30
-66 -62 77 72
-52 -110 75 52
-133 -145 61 7
-46 -73 90 31
-11 -131 98 5
-23 -78 104 65
-48 -70 62 77
-20 -102 77 6
-46 -95 119 57
-107 -166 108 5
-54 -99 62 66
-38 -52 24 38
-50 -99 125 88
-26 -95 39 33
-60 -95 82 96
-25 -95 106 52
-45 -102 59 58
-53 -99 95 55
-74 -53 18 67
-67 -97 86 5
-31 -62 48 60
-41 -95 88 70
-61 -101 76 49
-130 -149 93 39
-57 -80 62 83
-43 -169 34 91
-39 -32 84 94
-56 -118 152 25244
-56 -117 153 22361
-71 -99 59 735
-56 -119 154 12466
-71 -102 56 3967
-52 -106 107 1495
-34 -115 61 4489
-140 -101 85 6718
-52 -124 169 41437
-50 -104 104 1276
-50 -100 80
100 10 50
137 -40 -32 29
125 -70 -46 9
125 -72 -46 3
117 -74 -48 3
155 -5 -11 34
147 -1 -16 57
124 -72 -46 34
104 -56 -39 19
131 -55 -41 14
127 -67 -44 9
109 -63 -42 6
111 -60 -42 13
147 -4 -18 47
142 -29 -24 20
103 -57 -41 6
150 -1 -10 39
122 -76 -49 6
120 -84 -42 26
112 -103 -10 6
150 -4 -15 16
138 -39 -29 43
103 -56 -40 28
119 -82 -45 36
148 -4 -11 41
139 -79 -71 8
125 -69 -44 3
116 -109 -6 30
137 -43 -32 15
143 -15 -23 21
116 -103 -15 26
116 -70 -47 6
118 -102 -15 24
152 -2 -8 28
108 -60 -42 24
114 -105 -9 32
118 -76 -48 20
147 -8 -14 27
134 -50 -35 36
112 -66 -44 17
148 -13 -24 39
141 -39 -31 23
120 -86 -39 26
111 -65 -44 18
115 -71 -46 3
119 -83 -43 16
134 -83 -73 21
126 -68 -45 4
114 -99 -21 7
117 -108 -7 12
138 -39 -30 9
72 -81 5 96
116 -44 1 9
128 -108 -74 5
140 -77 48 91
120 -81 -45 21
92 -63 -48 79
121 -80 40 54
157 -83 -46 36
122 -80 -118 74
117 -48 -33 36
103 -62 -40 20
121 -81 -49 74
206 -93 -79 55
142 -24 -16 77
123 -68 -4 20
148 -84 -78 13
71 -33 -17 47
117 -45 -93 85
119 -79 8 50
106 -62 -14 98
106 -76 -78 56
112 -65 -55 40
120 -78 -49 91
122 -78 -66 5
111 -92 11 17
101 -82 -138 5
125 -71 -42 18
189 -66 -96 95
121 -128 18 71
138 -37 17 12
100 -70 -22 84
122 -99 -52 57
104 -127 -21 93
125 -83 -67 39
127 -61 -48 97
118 -82 -36 88
120 -80 -52 11
115 -61 -73 31
174 -122 -28 17
155 -116 -100 86
98 -60 -29 48
93 -68 -107 5
106 -104 -77 39
102 -48 -103 63
112 -86 -21 40
187 -23 -17 80
168 -69 -32 64
134 -92 -112 98
126 -80 -40 5
100 -132 -131 24
146 -16 -20 15699
134 -82 -68 2015
140 -36 -31 7503
127 -65 -44 482
125 -71 -46 315
116 -104 -13 6867
123 -75 -48 73
110 -62 -44 1766
126 -70 -46 360
106 -59 -42 2158
120 -80 -50
200 10 100
49 -98 22 29
37 -103 107 42
51 -102 87 15
31 -78 0 73
45 -94 37 6
45 -91 -7 19
54 -102 84 3
16 -103 145 19
44 -91 6 64
45 -93 45 5
52 -103 89 9
29 -74 -16 57
57 -113 103 19
45 -100 92 57
33 -76 4 38
41 -88 -6 15
39 -101 104 33
49 -98 50 11
46 -93 49 3
44 -89 -20 39
32 -77 -26 55
40 -101 102 34
41 -90 -2 36
46 -94 55 14
43 -88 25 44
43 -90 2 81
46 -94 59 49
39 -88 24 30
41 -89 -18 89
43 -91 16 9
8 -108 160 24
47 -95 65 42
52 -104 90 5
43 -91 28 8
56 -102 85 4
60 -110 103 10
18 -107 141 26
47 -95 47 27
43 -90 5 22
33 -78 16 53
44 -90 28 34
45 -91 44 10
50 -99 71 28
60 -111 105 11
55 -101 85 5
60 -80 80 6
36 -82 12 3
45 -93 -1 30
29 -76 -2 14
44 -91 33 25
40 -85 -29 81
10 -115 154 25
47 -94 65 15
60 -76 80 22
48 -97 -1 63
48 -96 60 3
61 -78 79 6
42 -86 31 14
33 -74 -4 54
45 -92 9 48
42 -89 49 24
7 -112 157 20
52 -103 89 3
29 -69 -17 76
49 -98 70 52
55 -92 83 3
17 -109 140 38
48 -96 2 28
33 -80 24 40
52 -104 91 3
54 -101 85 3
47 -96 44 37
57 -114 106 18
40 -88 16 6
29 -72 -9 53
38 -80 -14 94
14 -102 144 20
62 -103 87 6
47 -94 40 30
35 -80 -18 30
30 -107 123 35
44 -89 34 40
17 -107 143 55
46 -94 47 13
28 -75 -6 20
15 -103 143 23
37 -84 -25 32
40 -87 20 15
46 -94 36 12
37 -104 109 5
9 -116 158 16
48 -96 2 22
55 -101 85 3
42 -86 -17 85
50 -99 73 62
39 -104 105 3
62 -76 78 16
43 -100 97 21
34 -106 112 15
29 -101 121 31
11 -71 76 9
51 -109 76 60
114 -113 55 7
70 -95 122 67
46 -101 57 8
68 -115 87 93
74 -38 64 82
49 -121 61 14
39 -112 97 22
40 -104 86 72
46 -82 102 90
47 -100 122 19
69 -57 120 5
87 -87 -4 73
6 -62 51 42
125 -47 98 46
62 -98 102 59
60 -80 90 69
110 -154 126 51
61 -110 79 89
41 -155 121 93
50 -108 28 88
60 -103 98 93
42 -107 116 25
51 -100 123 48
93 -160 66 70
-4 -93 164 47
46 -101 6 87
56 -85 115 64
93 -24 44 89
94 -75 50 84
109 -151 87 95
37 -119 103 86
89 -7 78 7
46 -124 100 32
3 -81 132 85
82 -90 46 5
48 -105 111 50
105 -128 113 75
52 -103 97 19
87 -23 38 45
51 -98 46 32
50 -80 56 93
13 -66 141 48
62 -100 79 74
51 -100 77 62
38 -103 122 39
30 -103 78 6
59 -143 23 6
64 -90 13 52
44 -101 87 32
85 -135 50 92
87 -78 83 74
105 -144 131 9
4 -90 70 26
51 -100 66 24
46 -92 57 73
55 -98 56 27
56 -78 -11 11
47 -118 38 52
54 -96 128 43
50 -101 107 51
27 -65 93 20
14 -99 70 42
68 -123 37 72
56 -104 79 43
74 -123 -5 8
39 -119 76 74
53 -98 76 17
56 -105 68 14
56 -124 99 47
58 -123 98 49
103 -112 23 9
-5 -130 10 58
66 -93 72 65
38 -86 91 51
52 -98 83 61
56 -97 71 5
3 -46 123 30
70 -64 168 64
52 -92 40 77
83 -24 89 24
12 -78 24 36
8 -65 109 33
69 -95 80 42
44 -107 96 22
79 -137 78 84
129 -109 118 22
61 -97 115 97
52 -106 110 38
20 -45 89 75
55 -85 73 69
40 -73 125 46
69 -90 81 89
52 -95 98 96
67 -99 60 51
51 -100 116 79
51 -95 117 82
33 -118 87 59
48 -103 62 89
42 -89 10 9694
37 -81 -6 43919
59 -105 86 239
57 -111 102 1946
14 -108 148 26676
55 -101 85 13
51 -100 84 3
59 -81 81 2092
58 -103 85 269
